t_s,load1,soc_c,ddr_c,cpu_mhz,process,cpu_pct
18.4,18.27,65.8,64.9,1500,uwb_ranges,1.3
18.4,18.27,65.8,64.9,1500,local_pose,38.3
18.4,18.27,65.8,64.9,1500,global_pose,29.8
18.4,18.27,65.8,64.9,1500,global_planner,2.6
18.4,18.27,65.8,64.9,1500,mission_logic,42.5
18.4,18.27,65.8,64.9,1500,corridor,33.7
18.4,18.27,65.8,64.9,1500,local_planner,42.5
18.4,18.27,65.8,64.9,1500,parking_planner,46.1
18.4,18.27,65.8,64.9,1500,recovery_planner,57.1
18.4,18.27,65.8,64.9,1500,path_tracker,34.4
18.4,18.27,65.8,64.9,1500,tunnel_bridge,19.8
18.4,18.27,65.8,64.9,1500,safety_monitor,44.8
18.4,18.27,65.8,64.9,1500,command_owner,42.8
18.4,18.27,65.8,64.9,1500,bpu_detector,39.2
18.4,18.27,65.8,64.9,1500,system_monitor,49.0
18.4,18.27,65.8,64.9,1500,calibration_wizard,46.1
18.4,18.27,65.8,64.9,1500,gui_server,59.7
18.4,18.27,65.8,64.9,1500,measure_load.py,2.6
21.5,17.77,65.6,64.8,1500,astra_camera_container,12.6
21.5,17.77,65.6,64.8,1500,ydlidar_ros2_driver_node,2.6
21.5,17.77,65.6,64.8,1500,joy_node,3.9
21.5,17.77,65.6,64.8,1500,servo_controller,39.6
21.5,17.77,65.6,64.8,1500,tunnel_wall_follower,7.5
21.5,17.77,65.6,64.8,1500,road_perception,39.6
21.5,17.77,65.6,64.8,1500,local_memory,26.3
21.5,17.77,65.6,64.8,1500,camera_preview,8.8
21.5,17.77,65.6,64.8,1500,uwb_ranges,1.9
21.5,17.77,65.6,64.8,1500,local_pose,40.5
21.5,17.77,65.6,64.8,1500,global_pose,28.9
21.5,17.77,65.6,64.8,1500,global_planner,3.2
21.5,17.77,65.6,64.8,1500,mission_logic,39.9
21.5,17.77,65.6,64.8,1500,corridor,35.4
21.5,17.77,65.6,64.8,1500,local_planner,44.8
21.5,17.77,65.6,64.8,1500,parking_planner,47.0
21.5,17.77,65.6,64.8,1500,recovery_planner,57.7
21.5,17.77,65.6,64.8,1500,path_tracker,35.0
21.5,17.77,65.6,64.8,1500,tunnel_bridge,19.8
21.5,17.77,65.6,64.8,1500,safety_monitor,42.2
21.5,17.77,65.6,64.8,1500,command_owner,41.8
21.5,17.77,65.6,64.8,1500,bpu_detector,39.6
21.5,17.77,65.6,64.8,1500,system_monitor,50.9
21.5,17.77,65.6,64.8,1500,calibration_wizard,41.2
21.5,17.77,65.6,64.8,1500,gui_server,61.6
21.5,17.77,65.6,64.8,1500,measure_load.py,2.6
24.6,17.77,65.7,64.7,1500,astra_camera_container,12.6
24.6,17.77,65.7,64.7,1500,ydlidar_ros2_driver_node,2.6
24.6,17.77,65.7,64.7,1500,joy_node,3.9
24.6,17.77,65.7,64.7,1500,servo_controller,40.5
24.6,17.77,65.7,64.7,1500,tunnel_wall_follower,6.8
24.6,17.77,65.7,64.7,1500,road_perception,40.8
24.6,17.77,65.7,64.7,1500,local_memory,25.6
24.6,17.77,65.7,64.7,1500,camera_preview,8.4
24.6,17.77,65.7,64.7,1500,uwb_ranges,1.3
24.6,17.77,65.7,64.7,1500,local_pose,39.2
24.6,17.77,65.7,64.7,1500,global_pose,29.5
24.6,17.77,65.7,64.7,1500,global_planner,2.9
24.6,17.77,65.7,64.7,1500,mission_logic,37.6
24.6,17.77,65.7,64.7,1500,corridor,36.3
24.6,17.77,65.7,64.7,1500,local_planner,44.7
24.6,17.77,65.7,64.7,1500,parking_planner,47.7
24.6,17.77,65.7,64.7,1500,recovery_planner,56.4
24.6,17.77,65.7,64.7,1500,path_tracker,34.7
24.6,17.77,65.7,64.7,1500,tunnel_bridge,19.8
24.6,17.77,65.7,64.7,1500,safety_monitor,43.8
24.6,17.77,65.7,64.7,1500,command_owner,42.1
24.6,17.77,65.7,64.7,1500,bpu_detector,38.3
24.6,17.77,65.7,64.7,1500,system_monitor,52.8
24.6,17.77,65.7,64.7,1500,calibration_wizard,41.2
24.6,17.77,65.7,64.7,1500,gui_server,60.3
24.6,17.77,65.7,64.7,1500,measure_load.py,2.3
27.7,17.79,65.6,64.7,1500,astra_camera_container,13.0
27.7,17.79,65.6,64.7,1500,ydlidar_ros2_driver_node,2.6
27.7,17.79,65.6,64.7,1500,joy_node,3.9
27.7,17.79,65.6,64.7,1500,servo_controller,40.3
27.7,17.79,65.6,64.7,1500,tunnel_wall_follower,7.1
27.7,17.79,65.6,64.7,1500,road_perception,40.3
27.7,17.79,65.6,64.7,1500,local_memory,26.0
27.7,17.79,65.6,64.7,1500,camera_preview,9.1
27.7,17.79,65.6,64.7,1500,uwb_ranges,1.3
27.7,17.79,65.6,64.7,1500,local_pose,37.3
27.7,17.79,65.6,64.7,1500,global_pose,29.2
27.7,17.79,65.6,64.7,1500,global_planner,2.9
27.7,17.79,65.6,64.7,1500,mission_logic,43.2
27.7,17.79,65.6,64.7,1500,corridor,35.4
27.7,17.79,65.6,64.7,1500,local_planner,43.5
27.7,17.79,65.6,64.7,1500,parking_planner,46.1
27.7,17.79,65.6,64.7,1500,recovery_planner,56.5
27.7,17.79,65.6,64.7,1500,path_tracker,34.1
27.7,17.79,65.6,64.7,1500,tunnel_bridge,17.5
27.7,17.79,65.6,64.7,1500,safety_monitor,43.5
27.7,17.79,65.6,64.7,1500,command_owner,44.5
27.7,17.79,65.6,64.7,1500,bpu_detector,37.3
27.7,17.79,65.6,64.7,1500,system_monitor,51.6
27.7,17.79,65.6,64.7,1500,calibration_wizard,42.9
27.7,17.79,65.6,64.7,1500,gui_server,63.3
27.7,17.79,65.6,64.7,1500,measure_load.py,2.6
30.8,17.79,65.6,64.6,1500,nxserver.bin,2.3
30.8,17.79,65.6,64.6,1500,astra_camera_container,12.9
30.8,17.79,65.6,64.6,1500,ydlidar_ros2_driver_node,2.3
30.8,17.79,65.6,64.6,1500,joy_node,3.6
30.8,17.79,65.6,64.6,1500,servo_controller,40.4
30.8,17.79,65.6,64.6,1500,tunnel_wall_follower,7.4
30.8,17.79,65.6,64.6,1500,road_perception,40.1
30.8,17.79,65.6,64.6,1500,local_memory,26.5
30.8,17.79,65.6,64.6,1500,camera_preview,8.4
30.8,17.79,65.6,64.6,1500,uwb_ranges,1.6
30.8,17.79,65.6,64.6,1500,local_pose,35.9
30.8,17.79,65.6,64.6,1500,global_pose,30.4
30.8,17.79,65.6,64.6,1500,global_planner,2.9
30.8,17.79,65.6,64.6,1500,mission_logic,41.4
30.8,17.79,65.6,64.6,1500,corridor,34.6
30.8,17.79,65.6,64.6,1500,local_planner,44.6
30.8,17.79,65.6,64.6,1500,parking_planner,47.5
30.8,17.79,65.6,64.6,1500,recovery_planner,55.9
30.8,17.79,65.6,64.6,1500,path_tracker,33.9
30.8,17.79,65.6,64.6,1500,tunnel_bridge,18.4
30.8,17.79,65.6,64.6,1500,safety_monitor,43.6
30.8,17.79,65.6,64.6,1500,command_owner,43.3
30.8,17.79,65.6,64.6,1500,bpu_detector,34.9
30.8,17.79,65.6,64.6,1500,system_monitor,51.1
30.8,17.79,65.6,64.6,1500,calibration_wizard,41.4
30.8,17.79,65.6,64.6,1500,gui_server,64.3
30.8,17.79,65.6,64.6,1500,measure_load.py,2.6
33.8,17.65,65.7,64.7,1500,nxserver.bin,1.3
33.8,17.65,65.7,64.7,1500,astra_camera_container,12.7
33.8,17.65,65.7,64.7,1500,ydlidar_ros2_driver_node,2.6
33.8,17.65,65.7,64.7,1500,joy_node,4.2
33.8,17.65,65.7,64.7,1500,servo_controller,40.9
33.8,17.65,65.7,64.7,1500,tunnel_wall_follower,7.5
33.8,17.65,65.7,64.7,1500,road_perception,38.3
33.8,17.65,65.7,64.7,1500,local_memory,26.3
33.8,17.65,65.7,64.7,1500,camera_preview,9.1
33.8,17.65,65.7,64.7,1500,uwb_ranges,1.6
33.8,17.65,65.7,64.7,1500,local_pose,39.0
33.8,17.65,65.7,64.7,1500,global_pose,29.2
33.8,17.65,65.7,64.7,1500,global_planner,2.9
33.8,17.65,65.7,64.7,1500,mission_logic,39.6
33.8,17.65,65.7,64.7,1500,corridor,36.4
33.8,17.65,65.7,64.7,1500,local_planner,46.1
33.8,17.65,65.7,64.7,1500,parking_planner,50.0
33.8,17.65,65.7,64.7,1500,recovery_planner,57.1
33.8,17.65,65.7,64.7,1500,path_tracker,33.4
33.8,17.65,65.7,64.7,1500,tunnel_bridge,20.5
33.8,17.65,65.7,64.7,1500,safety_monitor,39.6
33.8,17.65,65.7,64.7,1500,command_owner,43.8
33.8,17.65,65.7,64.7,1500,bpu_detector,36.7
33.8,17.65,65.7,64.7,1500,system_monitor,51.0
33.8,17.65,65.7,64.7,1500,calibration_wizard,43.8
33.8,17.65,65.7,64.7,1500,gui_server,59.1
33.8,17.65,65.7,64.7,1500,measure_load.py,2.6
36.9,17.76,65.7,64.7,1500,astra_camera_container,12.3
36.9,17.76,65.7,64.7,1500,ydlidar_ros2_driver_node,2.6
36.9,17.76,65.7,64.7,1500,joy_node,3.6
36.9,17.76,65.7,64.7,1500,servo_controller,38.3
36.9,17.76,65.7,64.7,1500,tunnel_wall_follower,7.8
36.9,17.76,65.7,64.7,1500,road_perception,41.9
36.9,17.76,65.7,64.7,1500,local_memory,25.7
36.9,17.76,65.7,64.7,1500,camera_preview,8.1
36.9,17.76,65.7,64.7,1500,uwb_ranges,1.3
36.9,17.76,65.7,64.7,1500,local_pose,37.4
36.9,17.76,65.7,64.7,1500,global_pose,29.9
36.9,17.76,65.7,64.7,1500,global_planner,2.9
36.9,17.76,65.7,64.7,1500,mission_logic,39.9
36.9,17.76,65.7,64.7,1500,corridor,35.7
36.9,17.76,65.7,64.7,1500,local_planner,41.9
36.9,17.76,65.7,64.7,1500,parking_planner,49.0
36.9,17.76,65.7,64.7,1500,recovery_planner,54.6
36.9,17.76,65.7,64.7,1500,path_tracker,35.1
36.9,17.76,65.7,64.7,1500,tunnel_bridge,21.1
36.9,17.76,65.7,64.7,1500,safety_monitor,41.9
36.9,17.76,65.7,64.7,1500,command_owner,41.6
36.9,17.76,65.7,64.7,1500,bpu_detector,40.3
36.9,17.76,65.7,64.7,1500,system_monitor,52.3
36.9,17.76,65.7,64.7,1500,calibration_wizard,40.9
36.9,17.76,65.7,64.7,1500,gui_server,65.0
36.9,17.76,65.7,64.7,1500,measure_load.py,2.6
40.0,17.76,65.7,64.7,1500,astra_camera_container,12.6
40.0,17.76,65.7,64.7,1500,ydlidar_ros2_driver_node,2.6
40.0,17.76,65.7,64.7,1500,joy_node,3.9
40.0,17.76,65.7,64.7,1500,servo_controller,33.7
40.0,17.76,65.7,64.7,1500,tunnel_wall_follower,7.1
40.0,17.76,65.7,64.7,1500,road_perception,38.2
40.0,17.76,65.7,64.7,1500,local_memory,26.9
40.0,17.76,65.7,64.7,1500,camera_preview,9.1
40.0,17.76,65.7,64.7,1500,uwb_ranges,1.3
40.0,17.76,65.7,64.7,1500,local_pose,40.5
40.0,17.76,65.7,64.7,1500,global_pose,29.2
40.0,17.76,65.7,64.7,1500,global_planner,2.9
40.0,17.76,65.7,64.7,1500,mission_logic,39.9
40.0,17.76,65.7,64.7,1500,corridor,36.6
40.0,17.76,65.7,64.7,1500,local_planner,43.1
40.0,17.76,65.7,64.7,1500,parking_planner,46.3
40.0,17.76,65.7,64.7,1500,recovery_planner,55.1
40.0,17.76,65.7,64.7,1500,path_tracker,33.7
40.0,17.76,65.7,64.7,1500,tunnel_bridge,20.7
40.0,17.76,65.7,64.7,1500,safety_monitor,41.8
40.0,17.76,65.7,64.7,1500,command_owner,42.4
40.0,17.76,65.7,64.7,1500,bpu_detector,38.6
40.0,17.76,65.7,64.7,1500,system_monitor,55.1
40.0,17.76,65.7,64.7,1500,calibration_wizard,44.4
40.0,17.76,65.7,64.7,1500,gui_server,63.5
40.0,17.76,65.7,64.7,1500,measure_load.py,2.6
43.1,17.86,65.9,64.8,1500,astra_camera_container,12.6
43.1,17.86,65.9,64.8,1500,ydlidar_ros2_driver_node,2.6
43.1,17.86,65.9,64.8,1500,joy_node,3.9
43.1,17.86,65.9,64.8,1500,servo_controller,33.7
43.1,17.86,65.9,64.8,1500,tunnel_wall_follower,7.1
43.1,17.86,65.9,64.8,1500,road_perception,38.9
43.1,17.86,65.9,64.8,1500,local_memory,26.3
43.1,17.86,65.9,64.8,1500,camera_preview,8.4
43.1,17.86,65.9,64.8,1500,uwb_ranges,1.6
43.1,17.86,65.9,64.8,1500,local_pose,38.6
43.1,17.86,65.9,64.8,1500,global_pose,28.9
43.1,17.86,65.9,64.8,1500,global_planner,2.9
43.1,17.86,65.9,64.8,1500,mission_logic,40.9
43.1,17.86,65.9,64.8,1500,corridor,35.7
43.1,17.86,65.9,64.8,1500,local_planner,44.4
43.1,17.86,65.9,64.8,1500,parking_planner,48.0
43.1,17.86,65.9,64.8,1500,recovery_planner,57.4
43.1,17.86,65.9,64.8,1500,path_tracker,35.0
43.1,17.86,65.9,64.8,1500,tunnel_bridge,21.1
43.1,17.86,65.9,64.8,1500,safety_monitor,41.8
43.1,17.86,65.9,64.8,1500,command_owner,41.2
43.1,17.86,65.9,64.8,1500,bpu_detector,39.9
43.1,17.86,65.9,64.8,1500,system_monitor,55.5
43.1,17.86,65.9,64.8,1500,calibration_wizard,43.1
43.1,17.86,65.9,64.8,1500,gui_server,61.3
43.1,17.86,65.9,64.8,1500,measure_load.py,2.3
46.2,18.11,65.8,64.9,1500,astra_camera_container,12.7
46.2,18.11,65.8,64.9,1500,ydlidar_ros2_driver_node,2.6
46.2,18.11,65.8,64.9,1500,joy_node,3.6
46.2,18.11,65.8,64.9,1500,servo_controller,34.4
46.2,18.11,65.8,64.9,1500,tunnel_wall_follower,7.5
46.2,18.11,65.8,64.9,1500,road_perception,39.3
46.2,18.11,65.8,64.9,1500,local_memory,26.3
46.2,18.11,65.8,64.9,1500,camera_preview,8.8
46.2,18.11,65.8,64.9,1500,uwb_ranges,1.6
46.2,18.11,65.8,64.9,1500,local_pose,42.5
46.2,18.11,65.8,64.9,1500,global_pose,28.6
46.2,18.11,65.8,64.9,1500,global_planner,2.9
46.2,18.11,65.8,64.9,1500,mission_logic,41.9
46.2,18.11,65.8,64.9,1500,corridor,34.8
46.2,18.11,65.8,64.9,1500,local_planner,40.9
46.2,18.11,65.8,64.9,1500,parking_planner,48.1
46.2,18.11,65.8,64.9,1500,recovery_planner,58.8
46.2,18.11,65.8,64.9,1500,path_tracker,33.5
46.2,18.11,65.8,64.9,1500,tunnel_bridge,19.5
46.2,18.11,65.8,64.9,1500,safety_monitor,44.2
46.2,18.11,65.8,64.9,1500,command_owner,44.2
46.2,18.11,65.8,64.9,1500,bpu_detector,38.0
46.2,18.11,65.8,64.9,1500,system_monitor,49.7
46.2,18.11,65.8,64.9,1500,calibration_wizard,44.5
46.2,18.11,65.8,64.9,1500,gui_server,63.7
46.2,18.11,65.8,64.9,1500,measure_load.py,2.6
49.2,18.11,66.0,65.0,1500,astra_camera_container,12.7
49.2,18.11,66.0,65.0,1500,ydlidar_ros2_driver_node,2.6
49.2,18.11,66.0,65.0,1500,joy_node,3.9
49.2,18.11,66.0,65.0,1500,servo_controller,32.5
49.2,18.11,66.0,65.0,1500,tunnel_wall_follower,6.8
49.2,18.11,66.0,65.0,1500,road_perception,39.9
49.2,18.11,66.0,65.0,1500,local_memory,26.0
49.2,18.11,66.0,65.0,1500,camera_preview,9.4
49.2,18.11,66.0,65.0,1500,uwb_ranges,1.6
49.2,18.11,66.0,65.0,1500,local_pose,39.0
49.2,18.11,66.0,65.0,1500,global_pose,30.2
49.2,18.11,66.0,65.0,1500,global_planner,3.2
49.2,18.11,66.0,65.0,1500,mission_logic,40.6
49.2,18.11,66.0,65.0,1500,corridor,36.7
49.2,18.11,66.0,65.0,1500,local_planner,45.4
49.2,18.11,66.0,65.0,1500,parking_planner,49.3
49.2,18.11,66.0,65.0,1500,recovery_planner,56.8
49.2,18.11,66.0,65.0,1500,path_tracker,35.4
49.2,18.11,66.0,65.0,1500,tunnel_bridge,20.4
49.2,18.11,66.0,65.0,1500,safety_monitor,41.2
49.2,18.11,66.0,65.0,1500,command_owner,45.8
49.2,18.11,66.0,65.0,1500,bpu_detector,37.7
49.2,18.11,66.0,65.0,1500,system_monitor,49.7
49.2,18.11,66.0,65.0,1500,calibration_wizard,43.8
49.2,18.11,66.0,65.0,1500,gui_server,62.3
49.2,18.11,66.0,65.0,1500,measure_load.py,2.6
52.3,18.74,65.9,64.8,1500,nxrunner.bin,1.3
52.3,18.74,65.9,64.8,1500,astra_camera_container,12.6
52.3,18.74,65.9,64.8,1500,ydlidar_ros2_driver_node,2.3
52.3,18.74,65.9,64.8,1500,joy_node,3.9
52.3,18.74,65.9,64.8,1500,servo_controller,33.7
52.3,18.74,65.9,64.8,1500,tunnel_wall_follower,7.5
52.3,18.74,65.9,64.8,1500,road_perception,36.3
52.3,18.74,65.9,64.8,1500,local_memory,26.6
52.3,18.74,65.9,64.8,1500,camera_preview,8.4
52.3,18.74,65.9,64.8,1500,uwb_ranges,1.3
52.3,18.74,65.9,64.8,1500,local_pose,37.6
52.3,18.74,65.9,64.8,1500,global_pose,29.8
52.3,18.74,65.9,64.8,1500,global_planner,2.9
52.3,18.74,65.9,64.8,1500,mission_logic,45.7
52.3,18.74,65.9,64.8,1500,corridor,36.3
52.3,18.74,65.9,64.8,1500,local_planner,44.7
52.3,18.74,65.9,64.8,1500,parking_planner,51.5
52.3,18.74,65.9,64.8,1500,recovery_planner,56.4
52.3,18.74,65.9,64.8,1500,path_tracker,35.6
52.3,18.74,65.9,64.8,1500,tunnel_bridge,20.4
52.3,18.74,65.9,64.8,1500,safety_monitor,43.7
52.3,18.74,65.9,64.8,1500,command_owner,40.5
52.3,18.74,65.9,64.8,1500,bpu_detector,37.3
52.3,18.74,65.9,64.8,1500,system_monitor,47.3
52.3,18.74,65.9,64.8,1500,calibration_wizard,45.0
52.3,18.74,65.9,64.8,1500,gui_server,64.1
52.3,18.74,65.9,64.8,1500,measure_load.py,2.6
55.4,18.74,65.8,64.8,1500,astra_camera_container,12.0
55.4,18.74,65.8,64.8,1500,ydlidar_ros2_driver_node,2.6
55.4,18.74,65.8,64.8,1500,joy_node,3.6
55.4,18.74,65.8,64.8,1500,servo_controller,33.4
55.4,18.74,65.8,64.8,1500,tunnel_wall_follower,7.1
55.4,18.74,65.8,64.8,1500,road_perception,38.2
55.4,18.74,65.8,64.8,1500,local_memory,26.9
55.4,18.74,65.8,64.8,1500,camera_preview,8.8
55.4,18.74,65.8,64.8,1500,uwb_ranges,1.6
55.4,18.74,65.8,64.8,1500,local_pose,38.6
55.4,18.74,65.8,64.8,1500,global_pose,28.5
55.4,18.74,65.8,64.8,1500,global_planner,2.9
55.4,18.74,65.8,64.8,1500,mission_logic,42.8
55.4,18.74,65.8,64.8,1500,corridor,35.0
55.4,18.74,65.8,64.8,1500,local_planner,46.0
55.4,18.74,65.8,64.8,1500,parking_planner,46.4
55.4,18.74,65.8,64.8,1500,recovery_planner,57.4
55.4,18.74,65.8,64.8,1500,path_tracker,34.7
55.4,18.74,65.8,64.8,1500,tunnel_bridge,19.8
55.4,18.74,65.8,64.8,1500,safety_monitor,39.5
55.4,18.74,65.8,64.8,1500,command_owner,46.4
55.4,18.74,65.8,64.8,1500,bpu_detector,40.8
55.4,18.74,65.8,64.8,1500,system_monitor,53.5
55.4,18.74,65.8,64.8,1500,calibration_wizard,44.4
55.4,18.74,65.8,64.8,1500,gui_server,59.0
