t_s,load1,soc_c,ddr_c,cpu_mhz,process,cpu_pct
58.5,22.72,66.2,65.2,1500,servo_controller,32.8
58.5,22.72,66.2,65.2,1500,tunnel_wall_follower,6.5
58.5,22.72,66.2,65.2,1500,road_perception,55.2
58.5,22.72,66.2,65.2,1500,local_memory,26.9
58.5,22.72,66.2,65.2,1500,uwb_ranges,1.6
58.5,22.72,66.2,65.2,1500,local_pose,37.0
58.5,22.72,66.2,65.2,1500,global_pose,29.5
58.5,22.72,66.2,65.2,1500,global_planner,2.9
58.5,22.72,66.2,65.2,1500,mission_logic,37.0
58.5,22.72,66.2,65.2,1500,corridor,36.3
58.5,22.72,66.2,65.2,1500,local_planner,43.5
58.5,22.72,66.2,65.2,1500,parking_planner,48.4
58.5,22.72,66.2,65.2,1500,recovery_planner,54.5
58.5,22.72,66.2,65.2,1500,path_tracker,34.4
58.5,22.72,66.2,65.2,1500,tunnel_bridge,20.1
58.5,22.72,66.2,65.2,1500,safety_monitor,43.2
58.5,22.72,66.2,65.2,1500,command_owner,40.2
58.5,22.72,66.2,65.2,1500,bpu_detector,41.5
58.5,22.72,66.2,65.2,1500,system_monitor,49.7
58.5,22.72,66.2,65.2,1500,calibration_wizard,40.6
58.5,22.72,66.2,65.2,1500,gui_server,58.7
58.5,22.72,66.2,65.2,1500,measure_load.py,2.6
61.6,22.72,66.2,65.1,1500,astra_camera_container,24.0
61.6,22.72,66.2,65.1,1500,ydlidar_ros2_driver_node,2.6
61.6,22.72,66.2,65.1,1500,joy_node,3.9
61.6,22.72,66.2,65.1,1500,servo_controller,32.8
61.6,22.72,66.2,65.1,1500,tunnel_wall_follower,7.5
61.6,22.72,66.2,65.1,1500,road_perception,53.5
61.6,22.72,66.2,65.1,1500,local_memory,27.2
61.6,22.72,66.2,65.1,1500,uwb_ranges,1.3
61.6,22.72,66.2,65.1,1500,local_pose,37.0
61.6,22.72,66.2,65.1,1500,global_pose,30.8
61.6,22.72,66.2,65.1,1500,global_planner,3.2
61.6,22.72,66.2,65.1,1500,mission_logic,39.9
61.6,22.72,66.2,65.1,1500,corridor,36.0
61.6,22.72,66.2,65.1,1500,local_planner,45.4
61.6,22.72,66.2,65.1,1500,parking_planner,44.8
61.6,22.72,66.2,65.1,1500,recovery_planner,57.1
61.6,22.72,66.2,65.1,1500,path_tracker,33.4
61.6,22.72,66.2,65.1,1500,tunnel_bridge,21.1
61.6,22.72,66.2,65.1,1500,safety_monitor,38.6
61.6,22.72,66.2,65.1,1500,command_owner,39.6
61.6,22.72,66.2,65.1,1500,bpu_detector,42.8
61.6,22.72,66.2,65.1,1500,system_monitor,52.2
61.6,22.72,66.2,65.1,1500,calibration_wizard,41.5
61.6,22.72,66.2,65.1,1500,gui_server,56.8
61.6,22.72,66.2,65.1,1500,measure_load.py,2.9
