t_s,load1,soc_c,ddr_c,cpu_mhz,process,cpu_pct
55.5,21.77,68.4,67.2,1500,race_supervisor,20.4
55.5,21.77,68.4,67.2,1500,gui_server,58.6
55.5,21.77,68.4,67.2,1500,measure_load.py,2.6
58.6,22.51,68.4,67.2,1500,python3,2.9
58.6,22.51,68.4,67.2,1500,astra_camera_container,71.2
58.6,22.51,68.4,67.2,1500,ydlidar_ros2_driver_node,2.9
58.6,22.51,68.4,67.2,1500,joy_node,4.2
58.6,22.51,68.4,67.2,1500,servo_controller,35.9
58.6,22.51,68.4,67.2,1500,tunnel_wall_follower,7.4
58.6,22.51,68.4,67.2,1500,road_perception,45.0
58.6,22.51,68.4,67.2,1500,local_memory,25.9
58.6,22.51,68.4,67.2,1500,camera_preview,1.3
58.6,22.51,68.4,67.2,1500,uwb_ranges,1.6
58.6,22.51,68.4,67.2,1500,local_pose,36.3
58.6,22.51,68.4,67.2,1500,global_pose,29.1
58.6,22.51,68.4,67.2,1500,global_planner,2.9
58.6,22.51,68.4,67.2,1500,mission_logic,34.6
58.6,22.51,68.4,67.2,1500,corridor,35.0
58.6,22.51,68.4,67.2,1500,local_planner,38.8
58.6,22.51,68.4,67.2,1500,parking_planner,45.0
58.6,22.51,68.4,67.2,1500,recovery_planner,60.5
58.6,22.51,68.4,67.2,1500,path_tracker,29.8
58.6,22.51,68.4,67.2,1500,tunnel_bridge,21.4
58.6,22.51,68.4,67.2,1500,safety_monitor,41.4
58.6,22.51,68.4,67.2,1500,command_owner,35.0
58.6,22.51,68.4,67.2,1500,bpu_detector,51.8
58.6,22.51,68.4,67.2,1500,system_monitor,39.2
58.6,22.51,68.4,67.2,1500,race_supervisor,20.1
58.6,22.51,68.4,67.2,1500,gui_server,53.1
58.6,22.51,68.4,67.2,1500,measure_load.py,2.6
61.7,22.51,68.4,67.3,1500,nxserver.bin,2.3
61.7,22.51,68.4,67.3,1500,python3,2.9
61.7,22.51,68.4,67.3,1500,astra_camera_container,65.5
61.7,22.51,68.4,67.3,1500,ydlidar_ros2_driver_node,2.6
61.7,22.51,68.4,67.3,1500,joy_node,3.9
61.7,22.51,68.4,67.3,1500,servo_controller,36.0
61.7,22.51,68.4,67.3,1500,tunnel_wall_follower,7.5
61.7,22.51,68.4,67.3,1500,road_perception,41.5
61.7,22.51,68.4,67.3,1500,local_memory,26.9
61.7,22.51,68.4,67.3,1500,uwb_ranges,1.9
61.7,22.51,68.4,67.3,1500,local_pose,37.0
61.7,22.51,68.4,67.3,1500,global_pose,28.9
61.7,22.51,68.4,67.3,1500,global_planner,3.2
61.7,22.51,68.4,67.3,1500,mission_logic,36.3
61.7,22.51,68.4,67.3,1500,corridor,32.4
61.7,22.51,68.4,67.3,1500,local_planner,35.7
61.7,22.51,68.4,67.3,1500,parking_planner,45.4
61.7,22.51,68.4,67.3,1500,recovery_planner,60.3
61.7,22.51,68.4,67.3,1500,path_tracker,31.5
61.7,22.51,68.4,67.3,1500,tunnel_bridge,20.4
61.7,22.51,68.4,67.3,1500,safety_monitor,40.2
61.7,22.51,68.4,67.3,1500,command_owner,39.2
61.7,22.51,68.4,67.3,1500,bpu_detector,50.9
61.7,22.51,68.4,67.3,1500,system_monitor,44.8
61.7,22.51,68.4,67.3,1500,race_supervisor,20.4
61.7,22.51,68.4,67.3,1500,gui_server,54.2
61.7,22.51,68.4,67.3,1500,measure_load.py,2.6
64.8,22.31,68.5,67.2,1500,python3,3.5
64.8,22.31,68.5,67.2,1500,astra_camera_container,83.1
64.8,22.31,68.5,67.2,1500,ydlidar_ros2_driver_node,2.3
64.8,22.31,68.5,67.2,1500,joy_node,3.9
64.8,22.31,68.5,67.2,1500,servo_controller,36.1
64.8,22.31,68.5,67.2,1500,tunnel_wall_follower,7.1
64.8,22.31,68.5,67.2,1500,road_perception,44.5
64.8,22.31,68.5,67.2,1500,local_memory,27.1
64.8,22.31,68.5,67.2,1500,uwb_ranges,1.3
64.8,22.31,68.5,67.2,1500,local_pose,33.2
64.8,22.31,68.5,67.2,1500,global_pose,29.0
64.8,22.31,68.5,67.2,1500,global_planner,2.9
64.8,22.31,68.5,67.2,1500,mission_logic,33.5
64.8,22.31,68.5,67.2,1500,corridor,29.6
64.8,22.31,68.5,67.2,1500,local_planner,40.9
64.8,22.31,68.5,67.2,1500,parking_planner,46.7
64.8,22.31,68.5,67.2,1500,recovery_planner,64.1
64.8,22.31,68.5,67.2,1500,path_tracker,30.9
64.8,22.31,68.5,67.2,1500,tunnel_bridge,21.6
64.8,22.31,68.5,67.2,1500,safety_monitor,36.7
64.8,22.31,68.5,67.2,1500,command_owner,31.9
64.8,22.31,68.5,67.2,1500,bpu_detector,48.0
64.8,22.31,68.5,67.2,1500,system_monitor,39.0
64.8,22.31,68.5,67.2,1500,race_supervisor,19.0
64.8,22.31,68.5,67.2,1500,gui_server,53.2
64.8,22.31,68.5,67.2,1500,measure_load.py,2.9
67.9,22.20,68.5,67.4,1500,python3,2.9
67.9,22.20,68.5,67.4,1500,astra_camera_container,66.7
67.9,22.20,68.5,67.4,1500,ydlidar_ros2_driver_node,2.9
67.9,22.20,68.5,67.4,1500,joy_node,4.2
67.9,22.20,68.5,67.4,1500,servo_controller,37.5
67.9,22.20,68.5,67.4,1500,tunnel_wall_follower,7.4
67.9,22.20,68.5,67.4,1500,road_perception,47.6
67.9,22.20,68.5,67.4,1500,local_memory,26.5
67.9,22.20,68.5,67.4,1500,uwb_ranges,1.6
67.9,22.20,68.5,67.4,1500,local_pose,34.6
67.9,22.20,68.5,67.4,1500,global_pose,28.8
67.9,22.20,68.5,67.4,1500,global_planner,3.2
67.9,22.20,68.5,67.4,1500,mission_logic,33.3
67.9,22.20,68.5,67.4,1500,corridor,31.4
67.9,22.20,68.5,67.4,1500,local_planner,40.5
67.9,22.20,68.5,67.4,1500,parking_planner,45.3
67.9,22.20,68.5,67.4,1500,recovery_planner,60.5
67.9,22.20,68.5,67.4,1500,path_tracker,30.4
67.9,22.20,68.5,67.4,1500,tunnel_bridge,22.7
67.9,22.20,68.5,67.4,1500,safety_monitor,38.8
67.9,22.20,68.5,67.4,1500,command_owner,37.5
67.9,22.20,68.5,67.4,1500,bpu_detector,51.8
67.9,22.20,68.5,67.4,1500,system_monitor,43.7
67.9,22.20,68.5,67.4,1500,race_supervisor,19.1
67.9,22.20,68.5,67.4,1500,gui_server,54.4
67.9,22.20,68.5,67.4,1500,measure_load.py,2.9
71.0,22.20,68.5,67.3,1500,python3,3.2
71.0,22.20,68.5,67.3,1500,astra_camera_container,66.9
71.0,22.20,68.5,67.3,1500,ydlidar_ros2_driver_node,2.6
71.0,22.20,68.5,67.3,1500,joy_node,3.9
71.0,22.20,68.5,67.3,1500,servo_controller,34.9
71.0,22.20,68.5,67.3,1500,tunnel_wall_follower,7.4
71.0,22.20,68.5,67.3,1500,road_perception,43.0
71.0,22.20,68.5,67.3,1500,local_memory,26.8
71.0,22.20,68.5,67.3,1500,uwb_ranges,1.6
71.0,22.20,68.5,67.3,1500,local_pose,39.1
71.0,22.20,68.5,67.3,1500,global_pose,27.8
71.0,22.20,68.5,67.3,1500,global_planner,3.2
71.0,22.20,68.5,67.3,1500,mission_logic,33.3
71.0,22.20,68.5,67.3,1500,corridor,33.6
71.0,22.20,68.5,67.3,1500,local_planner,40.1
71.0,22.20,68.5,67.3,1500,parking_planner,46.2
71.0,22.20,68.5,67.3,1500,recovery_planner,62.4
71.0,22.20,68.5,67.3,1500,path_tracker,28.1
71.0,22.20,68.5,67.3,1500,tunnel_bridge,21.7
71.0,22.20,68.5,67.3,1500,safety_monitor,38.8
71.0,22.20,68.5,67.3,1500,command_owner,36.8
71.0,22.20,68.5,67.3,1500,bpu_detector,51.7
71.0,22.20,68.5,67.3,1500,system_monitor,39.4
71.0,22.20,68.5,67.3,1500,race_supervisor,20.4
71.0,22.20,68.5,67.3,1500,gui_server,53.6
71.0,22.20,68.5,67.3,1500,measure_load.py,2.6
74.1,22.34,68.6,67.4,1500,python3,3.2
74.1,22.34,68.6,67.4,1500,astra_camera_container,65.9
74.1,22.34,68.6,67.4,1500,ydlidar_ros2_driver_node,2.3
74.1,22.34,68.6,67.4,1500,joy_node,3.6
74.1,22.34,68.6,67.4,1500,servo_controller,37.0
74.1,22.34,68.6,67.4,1500,tunnel_wall_follower,7.1
74.1,22.34,68.6,67.4,1500,road_perception,45.8
74.1,22.34,68.6,67.4,1500,local_memory,26.3
74.1,22.34,68.6,67.4,1500,uwb_ranges,1.9
74.1,22.34,68.6,67.4,1500,local_pose,35.4
74.1,22.34,68.6,67.4,1500,global_pose,30.8
74.1,22.34,68.6,67.4,1500,global_planner,3.2
74.1,22.34,68.6,67.4,1500,mission_logic,32.8
74.1,22.34,68.6,67.4,1500,corridor,31.5
74.1,22.34,68.6,67.4,1500,local_planner,41.9
74.1,22.34,68.6,67.4,1500,parking_planner,46.7
74.1,22.34,68.6,67.4,1500,recovery_planner,62.0
74.1,22.34,68.6,67.4,1500,path_tracker,30.2
74.1,22.34,68.6,67.4,1500,tunnel_bridge,20.8
74.1,22.34,68.6,67.4,1500,safety_monitor,38.0
74.1,22.34,68.6,67.4,1500,command_owner,36.3
74.1,22.34,68.6,67.4,1500,bpu_detector,52.2
74.1,22.34,68.6,67.4,1500,system_monitor,42.8
74.1,22.34,68.6,67.4,1500,race_supervisor,20.1
74.1,22.34,68.6,67.4,1500,gui_server,53.9
74.1,22.34,68.6,67.4,1500,measure_load.py,2.6
77.2,22.34,68.5,67.2,1500,python3,3.2
77.2,22.34,68.5,67.2,1500,astra_camera_container,70.5
77.2,22.34,68.5,67.2,1500,ydlidar_ros2_driver_node,2.9
77.2,22.34,68.5,67.2,1500,joy_node,4.2
77.2,22.34,68.5,67.2,1500,servo_controller,35.6
77.2,22.34,68.5,67.2,1500,tunnel_wall_follower,7.1
77.2,22.34,68.5,67.2,1500,road_perception,41.4
77.2,22.34,68.5,67.2,1500,local_memory,25.5
77.2,22.34,68.5,67.2,1500,uwb_ranges,1.3
77.2,22.34,68.5,67.2,1500,local_pose,36.5
77.2,22.34,68.5,67.2,1500,global_pose,27.2
77.2,22.34,68.5,67.2,1500,global_planner,3.2
77.2,22.34,68.5,67.2,1500,mission_logic,35.9
77.2,22.34,68.5,67.2,1500,corridor,28.8
77.2,22.34,68.5,67.2,1500,local_planner,45.3
77.2,22.34,68.5,67.2,1500,parking_planner,46.5
77.2,22.34,68.5,67.2,1500,recovery_planner,59.8
77.2,22.34,68.5,67.2,1500,path_tracker,31.7
77.2,22.34,68.5,67.2,1500,tunnel_bridge,19.4
77.2,22.34,68.5,67.2,1500,safety_monitor,40.7
77.2,22.34,68.5,67.2,1500,command_owner,36.2
77.2,22.34,68.5,67.2,1500,bpu_detector,48.5
77.2,22.34,68.5,67.2,1500,system_monitor,41.1
77.2,22.34,68.5,67.2,1500,race_supervisor,19.7
77.2,22.34,68.5,67.2,1500,gui_server,55.6
77.2,22.34,68.5,67.2,1500,measure_load.py,2.6
80.3,22.08,68.4,67.2,1500,python3,3.2
80.3,22.08,68.4,67.2,1500,astra_camera_container,64.5
80.3,22.08,68.4,67.2,1500,ydlidar_ros2_driver_node,2.3
80.3,22.08,68.4,67.2,1500,joy_node,3.9
80.3,22.08,68.4,67.2,1500,servo_controller,35.3
80.3,22.08,68.4,67.2,1500,tunnel_wall_follower,7.1
80.3,22.08,68.4,67.2,1500,road_perception,48.3
80.3,22.08,68.4,67.2,1500,local_memory,26.3
80.3,22.08,68.4,67.2,1500,camera_preview,1.3
80.3,22.08,68.4,67.2,1500,uwb_ranges,1.9
80.3,22.08,68.4,67.2,1500,local_pose,33.1
80.3,22.08,68.4,67.2,1500,global_pose,28.5
80.3,22.08,68.4,67.2,1500,global_planner,2.6
80.3,22.08,68.4,67.2,1500,mission_logic,35.7
80.3,22.08,68.4,67.2,1500,corridor,31.1
80.3,22.08,68.4,67.2,1500,local_planner,36.6
80.3,22.08,68.4,67.2,1500,parking_planner,45.7
80.3,22.08,68.4,67.2,1500,recovery_planner,66.8
80.3,22.08,68.4,67.2,1500,path_tracker,31.5
80.3,22.08,68.4,67.2,1500,tunnel_bridge,21.4
80.3,22.08,68.4,67.2,1500,safety_monitor,40.5
80.3,22.08,68.4,67.2,1500,command_owner,38.3
80.3,22.08,68.4,67.2,1500,bpu_detector,50.6
80.3,22.08,68.4,67.2,1500,system_monitor,40.5
80.3,22.08,68.4,67.2,1500,race_supervisor,19.8
80.3,22.08,68.4,67.2,1500,gui_server,57.1
80.3,22.08,68.4,67.2,1500,measure_load.py,2.3
83.4,21.83,68.4,67.2,1500,python3,3.2
83.4,21.83,68.4,67.2,1500,astra_camera_container,72.5
83.4,21.83,68.4,67.2,1500,ydlidar_ros2_driver_node,2.6
83.4,21.83,68.4,67.2,1500,joy_node,4.2
83.4,21.83,68.4,67.2,1500,servo_controller,34.3
83.4,21.83,68.4,67.2,1500,tunnel_wall_follower,7.1
83.4,21.83,68.4,67.2,1500,road_perception,45.9
83.4,21.83,68.4,67.2,1500,local_memory,27.2
83.4,21.83,68.4,67.2,1500,uwb_ranges,1.6
83.4,21.83,68.4,67.2,1500,local_pose,32.7
83.4,21.83,68.4,67.2,1500,global_pose,28.2
83.4,21.83,68.4,67.2,1500,global_planner,3.2
83.4,21.83,68.4,67.2,1500,mission_logic,36.9
83.4,21.83,68.4,67.2,1500,corridor,33.0
83.4,21.83,68.4,67.2,1500,local_planner,40.1
83.4,21.83,68.4,67.2,1500,parking_planner,47.2
83.4,21.83,68.4,67.2,1500,recovery_planner,59.9
83.4,21.83,68.4,67.2,1500,path_tracker,29.8
83.4,21.83,68.4,67.2,1500,tunnel_bridge,21.0
83.4,21.83,68.4,67.2,1500,safety_monitor,36.9
83.4,21.83,68.4,67.2,1500,command_owner,35.3
83.4,21.83,68.4,67.2,1500,bpu_detector,51.4
83.4,21.83,68.4,67.2,1500,system_monitor,40.4
83.4,21.83,68.4,67.2,1500,race_supervisor,20.1
83.4,21.83,68.4,67.2,1500,gui_server,55.7
83.4,21.83,68.4,67.2,1500,measure_load.py,2.9
86.4,21.83,68.4,67.1,1500,python3,3.2
86.4,21.83,68.4,67.1,1500,astra_camera_container,71.5
86.4,21.83,68.4,67.1,1500,ydlidar_ros2_driver_node,2.9
86.4,21.83,68.4,67.1,1500,joy_node,4.2
86.4,21.83,68.4,67.1,1500,servo_controller,35.3
86.4,21.83,68.4,67.1,1500,tunnel_wall_follower,7.4
86.4,21.83,68.4,67.1,1500,road_perception,41.4
86.4,21.83,68.4,67.1,1500,local_memory,26.5
86.4,21.83,68.4,67.1,1500,uwb_ranges,1.3
86.4,21.83,68.4,67.1,1500,local_pose,34.6
86.4,21.83,68.4,67.1,1500,global_pose,29.5
86.4,21.83,68.4,67.1,1500,global_planner,2.9
86.4,21.83,68.4,67.1,1500,mission_logic,35.0
86.4,21.83,68.4,67.1,1500,corridor,32.4
86.4,21.83,68.4,67.1,1500,local_planner,38.8
86.4,21.83,68.4,67.1,1500,parking_planner,46.9
86.4,21.83,68.4,67.1,1500,recovery_planner,58.3
86.4,21.83,68.4,67.1,1500,path_tracker,29.1
86.4,21.83,68.4,67.1,1500,tunnel_bridge,20.7
86.4,21.83,68.4,67.1,1500,safety_monitor,37.5
86.4,21.83,68.4,67.1,1500,command_owner,36.3
86.4,21.83,68.4,67.1,1500,bpu_detector,49.5
86.4,21.83,68.4,67.1,1500,system_monitor,48.9
86.4,21.83,68.4,67.1,1500,race_supervisor,20.1
86.4,21.83,68.4,67.1,1500,gui_server,55.7
86.4,21.83,68.4,67.1,1500,measure_load.py,2.6
89.5,21.60,68.3,67.1,1500,python3,3.2
89.5,21.60,68.3,67.1,1500,astra_camera_container,67.9
89.5,21.60,68.3,67.1,1500,ydlidar_ros2_driver_node,2.6
89.5,21.60,68.3,67.1,1500,joy_node,3.9
89.5,21.60,68.3,67.1,1500,servo_controller,35.2
89.5,21.60,68.3,67.1,1500,tunnel_wall_follower,7.4
89.5,21.60,68.3,67.1,1500,road_perception,43.6
89.5,21.60,68.3,67.1,1500,local_memory,26.5
89.5,21.60,68.3,67.1,1500,camera_preview,1.3
89.5,21.60,68.3,67.1,1500,uwb_ranges,1.9
89.5,21.60,68.3,67.1,1500,local_pose,34.3
89.5,21.60,68.3,67.1,1500,global_pose,28.8
89.5,21.60,68.3,67.1,1500,global_planner,3.2
89.5,21.60,68.3,67.1,1500,mission_logic,37.5
89.5,21.60,68.3,67.1,1500,corridor,32.0
89.5,21.60,68.3,67.1,1500,local_planner,39.8
89.5,21.60,68.3,67.1,1500,parking_planner,44.3
89.5,21.60,68.3,67.1,1500,recovery_planner,61.8
89.5,21.60,68.3,67.1,1500,path_tracker,32.3
89.5,21.60,68.3,67.1,1500,tunnel_bridge,19.4
89.5,21.60,68.3,67.1,1500,safety_monitor,37.2
89.5,21.60,68.3,67.1,1500,command_owner,35.2
89.5,21.60,68.3,67.1,1500,bpu_detector,49.1
89.5,21.60,68.3,67.1,1500,system_monitor,48.2
89.5,21.60,68.3,67.1,1500,race_supervisor,19.7
89.5,21.60,68.3,67.1,1500,gui_server,55.6
89.5,21.60,68.3,67.1,1500,measure_load.py,2.9
92.6,21.60,68.5,67.3,1500,nxserver.bin,2.3
92.6,21.60,68.5,67.3,1500,python3,3.2
92.6,21.60,68.5,67.3,1500,nxrunner.bin,1.3
92.6,21.60,68.5,67.3,1500,astra_camera_container,71.1
92.6,21.60,68.5,67.3,1500,ydlidar_ros2_driver_node,2.6
92.6,21.60,68.5,67.3,1500,joy_node,4.2
92.6,21.60,68.5,67.3,1500,servo_controller,35.3
92.6,21.60,68.5,67.3,1500,tunnel_wall_follower,6.8
92.6,21.60,68.5,67.3,1500,road_perception,46.2
92.6,21.60,68.5,67.3,1500,local_memory,25.9
92.6,21.60,68.5,67.3,1500,uwb_ranges,1.6
92.6,21.60,68.5,67.3,1500,local_pose,35.3
92.6,21.60,68.5,67.3,1500,global_pose,28.1
92.6,21.60,68.5,67.3,1500,global_planner,3.2
92.6,21.60,68.5,67.3,1500,mission_logic,34.0
92.6,21.60,68.5,67.3,1500,corridor,31.7
92.6,21.60,68.5,67.3,1500,local_planner,44.6
92.6,21.60,68.5,67.3,1500,parking_planner,44.0
92.6,21.60,68.5,67.3,1500,recovery_planner,61.1
92.6,21.60,68.5,67.3,1500,path_tracker,30.4
92.6,21.60,68.5,67.3,1500,tunnel_bridge,19.7
92.6,21.60,68.5,67.3,1500,safety_monitor,42.4
92.6,21.60,68.5,67.3,1500,command_owner,32.3
92.6,21.60,68.5,67.3,1500,bpu_detector,51.1
92.6,21.60,68.5,67.3,1500,system_monitor,37.8
92.6,21.60,68.5,67.3,1500,race_supervisor,18.8
92.6,21.60,68.5,67.3,1500,gui_server,55.0
92.6,21.60,68.5,67.3,1500,measure_load.py,2.3
95.7,21.23,68.5,67.3,1500,python3,2.9
95.7,21.23,68.5,67.3,1500,astra_camera_container,71.9
95.7,21.23,68.5,67.3,1500,ydlidar_ros2_driver_node,2.6
95.7,21.23,68.5,67.3,1500,joy_node,3.9
95.7,21.23,68.5,67.3,1500,servo_controller,36.3
95.7,21.23,68.5,67.3,1500,tunnel_wall_follower,7.5
95.7,21.23,68.5,67.3,1500,road_perception,44.7
95.7,21.23,68.5,67.3,1500,local_memory,27.2
95.7,21.23,68.5,67.3,1500,uwb_ranges,1.6
95.7,21.23,68.5,67.3,1500,local_pose,33.7
95.7,21.23,68.5,67.3,1500,global_pose,28.5
95.7,21.23,68.5,67.3,1500,global_planner,2.9
95.7,21.23,68.5,67.3,1500,mission_logic,34.7
95.7,21.23,68.5,67.3,1500,corridor,34.3
95.7,21.23,68.5,67.3,1500,local_planner,37.3
95.7,21.23,68.5,67.3,1500,parking_planner,44.1
95.7,21.23,68.5,67.3,1500,recovery_planner,62.5
95.7,21.23,68.5,67.3,1500,path_tracker,31.1
95.7,21.23,68.5,67.3,1500,tunnel_bridge,21.4
95.7,21.23,68.5,67.3,1500,safety_monitor,39.9
95.7,21.23,68.5,67.3,1500,command_owner,32.7
95.7,21.23,68.5,67.3,1500,bpu_detector,50.9
95.7,21.23,68.5,67.3,1500,system_monitor,43.1
95.7,21.23,68.5,67.3,1500,race_supervisor,19.8
95.7,21.23,68.5,67.3,1500,gui_server,59.9
95.7,21.23,68.5,67.3,1500,measure_load.py,2.9
98.8,21.14,68.4,67.3,1500,python3,3.5
98.8,21.14,68.4,67.3,1500,astra_camera_container,61.6
98.8,21.14,68.4,67.3,1500,ydlidar_ros2_driver_node,2.6
98.8,21.14,68.4,67.3,1500,joy_node,3.9
98.8,21.14,68.4,67.3,1500,servo_controller,34.8
98.8,21.14,68.4,67.3,1500,tunnel_wall_follower,7.4
98.8,21.14,68.4,67.3,1500,road_perception,45.1
98.8,21.14,68.4,67.3,1500,local_memory,27.1
98.8,21.14,68.4,67.3,1500,uwb_ranges,1.6
98.8,21.14,68.4,67.3,1500,local_pose,31.6
98.8,21.14,68.4,67.3,1500,global_pose,29.3
98.8,21.14,68.4,67.3,1500,global_planner,3.2
98.8,21.14,68.4,67.3,1500,mission_logic,35.8
98.8,21.14,68.4,67.3,1500,corridor,30.3
98.8,21.14,68.4,67.3,1500,local_planner,40.6
98.8,21.14,68.4,67.3,1500,parking_planner,47.4
98.8,21.14,68.4,67.3,1500,recovery_planner,64.2
98.8,21.14,68.4,67.3,1500,path_tracker,31.3
98.8,21.14,68.4,67.3,1500,tunnel_bridge,21.0
98.8,21.14,68.4,67.3,1500,safety_monitor,40.0
98.8,21.14,68.4,67.3,1500,command_owner,34.8
98.8,21.14,68.4,67.3,1500,bpu_detector,50.6
98.8,21.14,68.4,67.3,1500,system_monitor,48.4
98.8,21.14,68.4,67.3,1500,race_supervisor,19.3
98.8,21.14,68.4,67.3,1500,gui_server,53.5
98.8,21.14,68.4,67.3,1500,measure_load.py,2.9
101.9,21.14,68.4,67.2,1500,python3,3.2
101.9,21.14,68.4,67.2,1500,astra_camera_container,73.1
101.9,21.14,68.4,67.2,1500,ydlidar_ros2_driver_node,2.3
101.9,21.14,68.4,67.2,1500,joy_node,3.9
101.9,21.14,68.4,67.2,1500,servo_controller,35.3
101.9,21.14,68.4,67.2,1500,tunnel_wall_follower,7.4
101.9,21.14,68.4,67.2,1500,road_perception,47.3
101.9,21.14,68.4,67.2,1500,local_memory,25.9
101.9,21.14,68.4,67.2,1500,camera_preview,1.3
101.9,21.14,68.4,67.2,1500,uwb_ranges,1.6
101.9,21.14,68.4,67.2,1500,local_pose,32.4
101.9,21.14,68.4,67.2,1500,global_pose,28.2
101.9,21.14,68.4,67.2,1500,global_planner,3.2
101.9,21.14,68.4,67.2,1500,mission_logic,33.7
101.9,21.14,68.4,67.2,1500,corridor,32.0
101.9,21.14,68.4,67.2,1500,local_planner,38.5
101.9,21.14,68.4,67.2,1500,parking_planner,46.3
101.9,21.14,68.4,67.2,1500,recovery_planner,62.8
101.9,21.14,68.4,67.2,1500,path_tracker,31.7
101.9,21.14,68.4,67.2,1500,tunnel_bridge,21.4
101.9,21.14,68.4,67.2,1500,safety_monitor,39.5
101.9,21.14,68.4,67.2,1500,command_owner,34.6
101.9,21.14,68.4,67.2,1500,bpu_detector,50.5
101.9,21.14,68.4,67.2,1500,system_monitor,40.8
101.9,21.14,68.4,67.2,1500,race_supervisor,19.7
101.9,21.14,68.4,67.2,1500,gui_server,55.3
101.9,21.14,68.4,67.2,1500,measure_load.py,2.3
105.0,20.88,68.3,67.1,1500,python3,3.2
105.0,20.88,68.3,67.1,1500,astra_camera_container,74.9
105.0,20.88,68.3,67.1,1500,ydlidar_ros2_driver_node,2.6
105.0,20.88,68.3,67.1,1500,joy_node,3.6
105.0,20.88,68.3,67.1,1500,servo_controller,36.9
105.0,20.88,68.3,67.1,1500,tunnel_wall_follower,7.5
105.0,20.88,68.3,67.1,1500,road_perception,49.3
105.0,20.88,68.3,67.1,1500,local_memory,26.6
105.0,20.88,68.3,67.1,1500,uwb_ranges,1.3
105.0,20.88,68.3,67.1,1500,local_pose,32.7
105.0,20.88,68.3,67.1,1500,global_pose,29.2
105.0,20.88,68.3,67.1,1500,global_planner,2.9
105.0,20.88,68.3,67.1,1500,mission_logic,36.0
105.0,20.88,68.3,67.1,1500,corridor,30.1
105.0,20.88,68.3,67.1,1500,local_planner,38.6
105.0,20.88,68.3,67.1,1500,parking_planner,46.0
105.0,20.88,68.3,67.1,1500,recovery_planner,57.7
105.0,20.88,68.3,67.1,1500,path_tracker,31.8
105.0,20.88,68.3,67.1,1500,tunnel_bridge,21.4
105.0,20.88,68.3,67.1,1500,safety_monitor,36.3
105.0,20.88,68.3,67.1,1500,command_owner,37.6
105.0,20.88,68.3,67.1,1500,bpu_detector,48.9
105.0,20.88,68.3,67.1,1500,system_monitor,42.8
105.0,20.88,68.3,67.1,1500,race_supervisor,19.4
105.0,20.88,68.3,67.1,1500,gui_server,51.2
105.0,20.88,68.3,67.1,1500,measure_load.py,2.6
108.1,21.21,68.3,67.0,1500,python3,3.2
108.1,21.21,68.3,67.0,1500,astra_camera_container,72.3
108.1,21.21,68.3,67.0,1500,ydlidar_ros2_driver_node,2.9
108.1,21.21,68.3,67.0,1500,joy_node,4.2
108.1,21.21,68.3,67.0,1500,servo_controller,37.3
108.1,21.21,68.3,67.0,1500,tunnel_wall_follower,7.1
108.1,21.21,68.3,67.0,1500,road_perception,48.9
108.1,21.21,68.3,67.0,1500,local_memory,26.2
108.1,21.21,68.3,67.0,1500,camera_preview,1.3
108.1,21.21,68.3,67.0,1500,uwb_ranges,1.6
108.1,21.21,68.3,67.0,1500,local_pose,33.4
108.1,21.21,68.3,67.0,1500,global_pose,27.9
108.1,21.21,68.3,67.0,1500,global_planner,3.2
108.1,21.21,68.3,67.0,1500,mission_logic,33.7
108.1,21.21,68.3,67.0,1500,corridor,29.8
108.1,21.21,68.3,67.0,1500,local_planner,38.2
108.1,21.21,68.3,67.0,1500,parking_planner,45.4
108.1,21.21,68.3,67.0,1500,recovery_planner,59.3
108.1,21.21,68.3,67.0,1500,path_tracker,29.5
108.1,21.21,68.3,67.0,1500,tunnel_bridge,19.8
108.1,21.21,68.3,67.0,1500,safety_monitor,38.6
108.1,21.21,68.3,67.0,1500,command_owner,35.6
108.1,21.21,68.3,67.0,1500,bpu_detector,52.2
108.1,21.21,68.3,67.0,1500,system_monitor,43.1
108.1,21.21,68.3,67.0,1500,race_supervisor,19.8
108.1,21.21,68.3,67.0,1500,gui_server,57.4
108.1,21.21,68.3,67.0,1500,measure_load.py,2.6
111.2,21.21,68.3,67.0,1500,python3,3.2
111.2,21.21,68.3,67.0,1500,astra_camera_container,72.6
111.2,21.21,68.3,67.0,1500,ydlidar_ros2_driver_node,2.6
111.2,21.21,68.3,67.0,1500,joy_node,3.6
111.2,21.21,68.3,67.0,1500,servo_controller,35.3
111.2,21.21,68.3,67.0,1500,tunnel_wall_follower,7.1
111.2,21.21,68.3,67.0,1500,road_perception,43.8
111.2,21.21,68.3,67.0,1500,local_memory,25.9
111.2,21.21,68.3,67.0,1500,uwb_ranges,1.6
111.2,21.21,68.3,67.0,1500,local_pose,33.7
111.2,21.21,68.3,67.0,1500,global_pose,27.2
111.2,21.21,68.3,67.0,1500,global_planner,3.2
111.2,21.21,68.3,67.0,1500,mission_logic,37.3
111.2,21.21,68.3,67.0,1500,corridor,34.0
111.2,21.21,68.3,67.0,1500,local_planner,39.5
111.2,21.21,68.3,67.0,1500,parking_planner,43.4
111.2,21.21,68.3,67.0,1500,recovery_planner,63.2
111.2,21.21,68.3,67.0,1500,path_tracker,31.8
111.2,21.21,68.3,67.0,1500,tunnel_bridge,20.1
111.2,21.21,68.3,67.0,1500,safety_monitor,36.6
